fecha,tweet,candidato,retweets,replies,likes,quotes,impresiones,valencia,emocion,postura,tono,amabilidad,legibilidad,controversialidad,informatividad,sensitivo
2023-05-17,"En Miguel Angel Parra Torres viu a Besalú des de 2001 amb la família. Nascut a Colòmbia. Es emprenedor, actiu i disposat a col·laborar. Regenta juntament amb la seva dona Sandra #CanGoita al carrer Tallaferro, comerç històric. Gràcies per ser-hi i per fer-ho amb @JuntsPerBesalu https://t.co/KlgxGbMDDq",sandra torres,11,0,21,0,494,positivo,felicidad,aprobación,informativo,0.8,0.9,0.2,0.8,False
2023-05-17,"Ese lavado de cara de ser tibio ya lo vimos en Sandra Torres cuando quería ganar el voto urbano, semilla está fallando al apelar a las bases conservadoras con sus respuestas",sandra torres,0,1,7,0,171,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-17,Aquí @BArevalodeLeon nos recuerda quién es Sandra Torres y la UNE cuyos diputados han gobernado con Giammattei y el 2019 iniciaron la persecución y bloqueo de candidaturas que hoy se profundiza. https://t.co/iWAAF4H86G,sandra torres,29,7,60,0,2944,negativo,enojo,desaprobación,informativo,0.5,1.0,0.8,0.9,False
2023-05-17,"Lo que a Sandra Torres y a la UNE en realidad les interesa es la corrupción y cualquier beneficio personal que esta les traiga. 
Este 25 de Junio #VotaDiferente.
#VotaSemilla🌱 https://t.co/DGVc7F6Nmk https://t.co/hIZQj6iIcU",sandra torres,268,34,797,14,66726,negativo,enojo,desaprobación,agresivo,0.5,1.0,0.8,0.9,False
2023-05-17,"Lo que a Sandra Torres y a la UNE en realidad les interesa, es la corrupción y cualquier beneficio personal que esta les traiga. 
Este 25 de Junio #VotaDiferente.
#VotaSemilla🌱 https://t.co/tsUCy8QJiq https://t.co/FeRZEU3xPi",sandra torres,0,0,0,0,31,negativo,enojo,desaprobación,agresivo,0.2,0.9,0.8,0.9,False
2023-05-17,"De ahuevo la manera en que el partido valor en cuanto a la presidencia y diputaciones se está yendo en picada; junto con Pineda se hicieron mierda solos, falta Sandra Torres y habría oportunidad de meter a otros que son mejores opciones.",sandra torres,0,0,1,0,51,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-17,Cada quien debería tener un candidato a la presidencia de acuerdo a su gusto🤡 mientras sucede eso Sandra Torres y Zury Ríos pasan a segunda vuelta #Elecciones2023,sandra torres,0,1,1,0,115,neutro,otro,indiferencia,humorístico,0.8,1.0,0.4,0.7,False
2023-05-17,Quiero a mi amigo casi  mi hermano pero desde que supe que le hiba a Sandra Torres lo quisiera ahorcar 🙄🙄😪😔,sandra torres,0,0,1,0,14,negativo,enojo,desaprobación,agresivo,0.2,0.9,0.7,0.6,False
2023-05-17,"Los que se benefician con el cierre de El Periódico son una lista larga. 

https://t.co/zqizVF9frI",sandra torres,132,7,283,4,7572,negativo,enojo,desaprobación,agresivo,0.2,1.0,0.5,0.7,False
2023-05-17,"Populista de la Semana: ¿Sandra Torres, sabe cuáles son derechos humanos? https://t.co/AddWLfhiGR",sandra torres,1,0,9,0,1298,negativo,enojo,desaprobación,agresivo,0.2,1.0,0.8,0.9,False
2023-05-18,"ALV!
Literal, se están valiendo de la ignorancia para hacerse campaña. 
No hace falta de más decir que Sandra Torres no merece ni siquiera llegar a una segunda vuelta https://t.co/l4IgamHtK0",sandra torres,0,1,2,0,264,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.8,False
2023-05-18,"El vídeo de Badabum aparte de promocionar a Sandra Torres, ahuyenta a visitantes 

Asco!",sandra torres,0,1,5,0,436,negativo,disgusto,desaprobación,agresivo,0.2,0.9,0.8,0.7,False
2023-05-18,"Hola @TSEGuatemala nos pueden informar si la candidata Sandra Torres, reporto el pago a @BadabunOficial es conocido que dicha empresa cobra por esa clase de videos. 
En aras de la transparecia nos gustaria saber si fue declarado ese pago. https://t.co/wUcFVzyjGh",sandra torres,52,27,96,7,5728,negativo,enojo,desaprobación,informativo,0.5,0.8,0.7,0.9,False
2023-05-18,Estamos tan RE pisados en Guatemala que hasta los de Badabun se vendieron a la Sandra Torres jajajaja,sandra torres,3,1,15,0,1628,negativo,humorístico,desaprobación,irónico,0.5,1.0,0.8,0.6,False
2023-05-18,"Badabun esta con Sandra Torres, qpdd",sandra torres,0,0,0,0,238,negativo,enojo,desaprobación,agresivo,0.2,1.0,0.8,0.5,False
2023-05-18,"Estábamos en Bumble y en eso nos encontramos a: Sandra Torres del partido #UNE

¡Uy!, dice que sus operadores políticos son investigados por su cercanía al crimen organizado. 😨👽

Después de ver este perfil en Bumble, ¿le darías match?, ¿votarías por ella? https://t.co/ghCOS4syZE",sandra torres,4,0,6,0,859,negativo,disgusto,desaprobación,irónico,0.6,0.8,0.9,0.9,False
2023-05-18,"La mafia de la UNE con su lideresa, la corrupta, acusada de asesinato y ex guerrillera de Sandra Torres no puede volver a gobernar Guatemala, menos sabiendo de su estrecha relación con el perverso Foro de Sao Paulo. 

#NiUnVotoALaIzquierda https://t.co/YBBpnKUKMW",sandra torres,24,2,42,1,1812,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.9,False
2023-05-18,"Qué asco me dan Badabun, Sandra Torres y la UNE https://t.co/skp1VoM5tR",sandra torres,25,16,90,4,6362,negativo,disgusto,desaprobación,agresivo,0.2,1.0,0.8,0.5,False
2023-05-18,"Ya vieron a esa mierda de BADABUN haciendo campaña proselitista a la Sandra Torres, que votemos por ella y nos vamos a arrepentir dicen, que así haremos historia al tener al primer presidente mujer.",sandra torres,0,0,0,0,275,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.8,False
2023-05-19,COME MIERDA SANDRA TORRES  #NOTETOCACEROTA https://t.co/FHp8bsXzyw,sandra torres,0,0,0,0,79,negativo,enojo,desaprobación,agresivo,0.2,1.0,1.0,0.2,False
2023-05-19,Cuanto le habrá pagado sandra torres por este video https://t.co/vdh0Tj7Yoc,sandra torres,2,8,9,0,1006,negativo,enojo,desaprobación,agresivo,0.2,1.0,0.8,0.5,False
2023-05-19,"Vergüenza debería de darle, habla de Sandra torres y entre sus filas hay candidatos a diputados que vienen de la UNE partido de SANDRA TORRES
HIPÓCRITA @MVillacortaOf 
ustedes también son más de lo mismo https://t.co/bMUK2yVNza",sandra torres,1,6,1,0,127,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-19,"Ptm que es ese video de Badabun x Sandra Torres, nos lleva la vrga",sandra torres,0,0,5,0,300,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.5,False
2023-05-19,"Candidato presidencial por el partido @Cabalguate Dr @Edmondmulet le responde de esta manera a la candidata a la presidencia por la UNE Sandra Torres, en el #ForoPresidenciables2023 https://t.co/kRwN6wIV6N",sandra torres,2,3,8,1,319,neutro,otro,otro,informativo,0.8,1.0,0.2,1.0,False
2023-05-19,"Manuel Conde: ""Todos los que le hacen caso a Sandra Torres van a la cárcel"" tiene la boca arta de razón pero tampoco le toca",sandra torres,0,0,0,0,147,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.6,0.8,False
2023-05-19,"La captura del Estado procede de que narcotraficantes, traficantes de personas, lavadores de dinero y otros grupos delictivos son los principales financistas políticos.
Sandra Torres se moviliza en helicóptero desde hace años.
¿Quiénes pagan este transporte costosísimo? https://t.co/fTulADxgRO",sandra torres,6,10,6,0,575,negativo,enojo,desaprobación,asertivo,0.2,0.8,0.9,0.9,False
2023-05-19,Y Orlando Blanco y Carlos Barreda qué son? Pero si eran los pasa aguas de Sandra Torres y votaron en el congrueso siempre por las propuestas de #RenunciaGiammattei. Usted y ellos son una CLICA. #VOSnoTeToca #MechaCorta https://t.co/naXSv2m8F6,sandra torres,0,0,1,0,62,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-19,Doña sandra torres tiró a la basura el dinero que pagó a la prepago de #Badabum porque lo primero que hizo con su vestidito verde fue hablar mal de Guatemala!! Y lo peor que son pruebas! 🤦🏻‍♀️,sandra torres,4,9,32,2,990,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.8,False
2023-05-20,"🗣️ Junto dos trabalhadores da empresa Eugster e Frismag, em Torres Vedras, a deputada do PCP no PE, Sandra Pereira, defendeu a valorização dos salários e o combate à precariedade. (+)

#PCP #contigotodososdias #atuavoznoparlamentoeuropeu https://t.co/i1UoZXwzNK",sandra torres,2,1,9,0,261,positivo,esperanza,aprobación,informativo,1.0,1.0,0.2,0.9,False
2023-05-20,"Exigimos que badabun se disculpe con los Guatemaltecos, y a la Sandra Torres que sepa que no le toca ni le tocara nunca.
Vieja bruja váyase de Guatemala
Si no la queríamos ahora menos
Usted es non grata en Guatemala https://t.co/NUlwLSADkt",sandra torres,39,10,82,3,5068,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.8,False
2023-05-20,"En 2019, cuando anularon la candidatura de Thelma Aldana y reiteraron la prohibición constitucional a Zury, a Giammattei (que iba en la cola) le bastaron nomás 600K votos para meterse a segunda vuelta y ganarle a Sandra Torres. 

A 120,676 de Mulet
A 157,911 de Cabrera https://t.co/41A8M2EBBa",sandra torres,42,26,150,5,38514,negativo,desilusión,desaprobación,informativo,0.5,0.8,0.6,0.9,False
2023-05-20,"Si su única opción es votar por Suri ríos y Sandra torres mejor no voten mi verga. Ninguno es bueno, pero elegir a esas pu**tas es lo peor.",sandra torres,0,0,1,0,90,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.8,False
2023-05-20,"ramiro muñoz registrador de ciudadanos del TSE pieza clave de la CORRUPCION DEL TSE ! VENDE ASAMBLEAS IILEGALES Y VALIDO ILEGALIDADES D une y prosperidad ciudadana, INSCRIBIENDO ILEGALMENTE A sandra torres y pineda CUANDO LEGALMENTE ESOS 2 PARTIDOS DEBERIAN ESTAS CANCELADOS!!! https://t.co/g221oMN8l5",sandra torres,50,26,155,1,9857,negativo,enojo,desaprobación,agresivo,0.2,0.8,1.0,1.0,False
2023-05-20,Una sala judicial dejó “en suspenso” la participación de Carlos Pineda en las elecciones generales 2023 al aceptar una impugnación presentada por dirigentes del partido Cambio. https://t.co/C2bj7xzWP1,sandra torres,0,3,8,0,6300,negativo,enojo,desaprobación,informativo,0.5,1.0,0.8,0.9,False
2023-05-20,Me rehuso a vivir en un país gobernado por Sandra Torres o Zury Ríos 🤮,sandra torres,0,1,3,0,243,negativo,disgusto,desaprobación,agresivo,0.2,1.0,0.8,0.6,False
2023-05-20,"Le siguen abriendo el camino a los corruptos, si bien soy del pensar de que Carlos Pineda no es apto, también hay que reconocer que Zury Ríos y Sandra Torres tampoco tendrían que poder seguir con sus candidaturas. Noo hay democracia, Giammatei sigue haciendo de las suyas.",sandra torres,0,0,0,0,221,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-20,"PINEDA CULPA A SANDRA Y MULET 

En un video en sus redes sociales, el ex candidato presidencial Carlos Pineda culpa a Sandra Torres y Edmond Mulet de ser los responsables de dejarle fuera de la contienda electoral https://t.co/Tg3GhZCTMP",sandra torres,1,1,4,1,297,negativo,enojo,desaprobación,informativo,0.5,1.0,0.7,0.9,False
2023-05-21,"#PromesasRFETA23

Las primeras clasificadas en la 3ª Jornada de La Liga Nacional RFETA Iberdrola 22-23 en la categoría ARCO RECURVO &lt; 14 AÑOS MUJERES han sido:

1. Gisela Torres
2. Sandra Pérez
3. Lucía Conde
4. Amaya González

¡ENHORABUENA!

Resultados:
https://t.co/AmpONAYJII https://t.co/nn0esrg0Nl",sandra torres,3,0,8,0,416,neutro,felicidad,aprobación,informativo,0.8,1.0,0.0,0.9,False
2023-05-21,"AL BODORRIO DE JOAQUÍN TORRES Y RAÚL PRIETO DICEN HA IDO TODO TELE 5 Y VEO QUE SÓLO HA IDO LA BAJA ESTOFA PORQUE PERSONAS SERIAS COMO ION ARAMENDI, CARLOS SOBERA, SANDRA BARNEDA, ANA ROSA QUINTANA, MAKOKE, ANTONIO MONTERO Y SU MUJER, GEMA LOPEZ, ETC. HAN BRILLADO POR SU AUSENCIA!",sandra torres,0,0,0,0,90,negativo,disgusto,desaprobación,agresivo,0.2,0.8,0.5,0.8,False
2023-05-21,Se le cayó la propuesta a Sandra Torres 😂 https://t.co/hzwnw4Fdjd,sandra torres,0,1,6,0,191,negativo,disgusto,desaprobación,informativo,0.5,1.0,0.2,0.8,False
2023-05-21,"Al final de todo, la señora de Sandra Torres no mufo al Xelaju 

Alabado sea el Señor",sandra torres,1,0,5,0,177,positivo,felicidad,aprobación,humorístico,0.8,0.9,0.2,0.3,False
2023-05-21,Entiendo que votar por Villacorta es poner en.el gobierno otra vez a gente que gobernó con Sandra Torres?,sandra torres,0,0,0,0,76,negativo,desaprobación,desaprobación,escéptico,0.5,1.0,0.8,0.9,False
2023-05-21,Sandra Torres dice todo xela que gracias por NI MIERDA,sandra torres,0,0,0,0,52,negativo,enojo,desaprobación,agresivo,0.2,0.6,0.8,0.4,False
2023-05-21,Les hacen creer que Sandra Torres llega a segunda vuelta pero quien la pone ahí es el TSE. Estrategia para que el que compita contra ella se quede con la presidencia.,sandra torres,0,2,7,0,155,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-22,"Teniendo miles de seguidores sabiendo que la gente por FANATISMO va ir a votar y decir ""porque pao dijo que sandra torres viene a hacer el cambio entonces voto, cuando esa señora viene de los huecos mas corruptos que se pueden encontrar https://t.co/oDNfMAe7eN",sandra torres,0,0,0,0,23,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.8,False
2023-05-22,"Lic.Sandra Torres,mi país está muriendo por su ambición pagando propaganda Badabum.exigimos una disculpa",sandra torres,0,0,0,0,20,negativo,enojo,desaprobación,agresivo,0.2,0.9,0.8,0.7,False
2023-05-22,"La edad no garantiza honestidad y capacidad.
Entre las opciones están:
Rafael Espada (79 años)
Francisco Arredondo (73)
Edmond Mulet (72)
Sandra Torres (67)
Giovanni Reyes (67)
Medite su voto porque el proceso electoral no brinda garantías de que se romperá el Pacto de Corruptos. https://t.co/FIOTIG7jCc",sandra torres,2,0,9,0,450,negativo,desilusión,desaprobación,informativo,0.5,1.0,0.8,1.0,False
2023-05-22,Zury Ríos le responde a Sandra Torres por polémico incidente en Tucurú https://t.co/KOoPnqtJiZ,sandra torres,0,0,0,0,211,neutro,otro,desaprobación,informativo,0.8,1.0,0.5,0.9,True
2023-05-22,"Sandra Torres, candidata presidencial por el partido Une, se refirió a la resolución judicial que dejó en suspenso la candidatura del presidenciable del Partido Prosperidad Ciudadana, Carlos Pineda.
https://t.co/Sjcr0h5vUn",sandra torres,0,0,0,0,338,neutro,indiferencia,informativo,serio,0.8,0.9,0.2,0.9,False
2023-05-22,"Sandra Torres, candidata presidencial por el partido Une, se refirió a la resolución judicial que dejó en suspenso la candidatura del presidenciable del Partido Prosperidad Ciudadana, Carlos Pineda.
https://t.co/jdWUlUiUIE",sandra torres,0,0,2,0,3350,neutro,otro,información,informativo,0.8,0.9,0.2,0.9,False
2023-05-22,"#YoVoto 
Desde San Agustín Acasaguastlán El Progreso Sandra Torres envió un saludo a la selección Sub- 20 y dijo que en su gobierno se apoyará el deporte https://t.co/xqSctnuQtC",sandra torres,0,1,1,0,139,positivo,esperanza,aprobación,informativo,1.0,1.0,0.2,0.8,False
2023-05-22,"Entonces Sandra Torres también lo tendría.
La ley no es sugerencia.
La ley se respeta.
Ningún derecho pueden estar por encima del derecho de otros, sea quien sea.

Avalar eso, es avalar una dictadora. https://t.co/jMFeyZI1GZ",sandra torres,1,2,16,0,1824,negativo,enojo,desaprobación,asertivo,0.2,1.0,0.8,0.9,False
2023-05-22,Se imaginan a Sandra Torres como presidenta de Gt?. Diosito mejor llevame😳,sandra torres,0,0,0,0,93,negativo,miedo,desaprobación,pasivo,0.5,1.0,0.8,0.6,False
2023-05-22,Carlos Pineda habló por más de 35 minutos en sus redes sociales y criticó la resolución del Registro de Ciudadanos. Insistió en un fraude electoral que busca favorecer a Edmond Mulet y Sandra Torre… https://t.co/rhAFlfZmuP,sandra torres,1,23,11,1,7901,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-18,¿Cómo que Edmond Mulet es Tiktoker???,edmond mulet,0,0,0,0,144,neutro,sorpresa,indiferencia,irónico,0.8,1.0,0.2,0.5,False
2023-05-18,"Jajajajaja que bueno esta eso...no cabe duda que la política nos saca la risa...

¡Echa un vistazo al vídeo de Edmond Mulet! #TikTok https://t.co/f34RhhIp60",edmond mulet,0,1,3,0,430,positivo,felicidad,indiferencia,humorístico,0.8,1.0,0.2,0.5,False
2023-05-18,"PLGP 😅😅😅😅

Esta contienda electoral es un circo 

¡Echa un vistazo al vídeo de Edmond Mulet! #TikTok https://t.co/RYWYoHr7D0",edmond mulet,0,0,0,0,73,negativo,enojo,desaprobación,agresivo,0.2,0.9,0.8,0.6,False
2023-05-18,"🔵 VIDEO | El reto de Edmond Mulet a Carlos Pineda luego que esté lo llamó “viejo”

De esto se trata: 

https://t.co/NZmncB4PSh https://t.co/qJ65y2kDVo",edmond mulet,24,25,168,10,41816,negativo,enojo,desaprobación,informativo,0.5,1.0,0.3,0.8,False
2023-05-18,"¡NADA ES IMPOSIBLE.! ¡HAGAMOS LO CORRECTO.!

Edmond Mulet #Presidente 

Tito De León Benítez #Diputado 

Luis Alfredo Herrera Amado #Alcalde

#MuletPresidente
#TitoDiputado
#LuisAlcalde

Vota este 25 de Junio #CABAL 

#SomosGenteCabal https://t.co/jG3GzjcNLQ",edmond mulet,5,9,20,0,295,positivo,esperanza,aprobación,inspirador,1.0,1.0,0.2,0.8,False
2023-05-18,Check out Edmond Mulet's video! #TikTok https://t.co/lt8fX0vIuu,edmond mulet,3,0,2,0,119,neutro,otro,indiferencia,informativo,0.8,1.0,0.2,0.5,False
2023-05-19,"Este 25 de junio marca la estrella azul en la papeleta rosada vota @CABAL Erick Gomez Alcalde 2024al2028 @Edmond Mulet Presidente 
#mixco
#fyp
#votacabal
#viral
#trending 
#elecciones
#erickgomez
#alcalde2024al2028
#campaña https://t.co/GmiVLTcRns",edmond mulet,1,0,2,0,59,neutro,otro,aprobación,informativo,0.8,0.9,0.2,0.8,False
2023-05-19,"Solo show 
¡Echa un vistazo al vídeo de Edmond Mulet! #TikTok https://t.co/ZaIsUR9aCw",edmond mulet,0,0,0,0,33,neutro,otro,indiferencia,humorístico,0.8,1.0,0.2,0.3,False
2023-05-19,Edmond Mulet de Cabal reacciona a señalamientos de Sandra Torres. https://t.co/GrLCluFsPD,edmond mulet,5,11,25,0,2578,neutro,otro,indiferencia,informativo,0.8,1.0,0.2,0.9,False
2023-05-19,"Sandra Torres acusa a Edmond Mulet de ""vender niños"". Estos fueron los señalamientos en un foro. https://t.co/kwFhjXKP5K",edmond mulet,9,14,23,2,3876,negativo,enojo,desaprobación,informativo,0.5,1.0,0.8,0.9,False
2023-05-19,"#Foropresidenciables “CAMPAÑA NEGRA”. 👉 Edmond Mulet culpó a Sandra Torres durante el Foro Presidenciables. Por otro lado, ella prometió: “Imprimir los pasaportes y DPI en Estados Unidos”. 👇
►https://t.co/JlHm67fMRa",edmond mulet,1,0,1,0,2602,negativo,enojo,desaprobación,agresivo,0.5,1.0,0.8,0.9,False
2023-05-19,"#Foropresidenciables “CAMPAÑA NEGRA”. 👉 Edmond Mulet culpó a Sandra Torres durante el Foro Presidenciables. Por otro lado, ella prometió: “Imprimir los pasaportes y DPI en Estados Unidos”. 👇
►https://t.co/IOfPdOmtJa",edmond mulet,1,1,1,0,1935,negativo,enojo,desaprobación,agresivo,0.4,0.8,0.6,0.9,False
2023-05-19,"#Foropresidenciables 👉 El candidato presidencial del partido CABAL, Edmond Mulet, expresó su propuesta en torno a a la diversificación de la inversión extranjera. ¿Coincides? 🧐
►https://t.co/DDflFUlX5J",edmond mulet,0,1,2,0,2605,neutro,otro,indiferencia,informativo,1.0,1.0,0.2,0.9,False
2023-05-19,"#Foropresidenciables 👉 El candidato presidencial del partido CABAL, Edmond Mulet, expresó su propuesta en torno a a la diversificación de la inversión extranjera. ¿Coincides? 🧐
►https://t.co/64iJI6odtJ",edmond mulet,1,0,2,0,2051,neutro,otro,indiferencia,informativo,1.0,1.0,0.2,0.9,False
2023-05-19,"Si yo tuviera la edad de Edmond Mulet ya no estaría pensando en pendejadas de ser presidente, estaría más bien pensando en el descanso eterno.",edmond mulet,0,0,0,0,41,negativo,desilusión,desaprobación,irónico,0.5,1.0,0.7,0.8,False
2023-05-19,"#ForoPresidenciables 🇬🇹🔴 “EXPERIENCIA EN DESFALCAR EL ESTADO”. 💥👊 Edmond Mulet empezó el Foro Presidenciables dejando un duro mensaje. Sandra Torres se sintió aludida y no dudó en responderle.
►https://t.co/QYrh4L3uSG",edmond mulet,1,7,7,1,3251,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.9,0.8,False
2023-05-20,"#EleccionesGT2023 I 🎙️🗣️""USTED HA ESTADO MÁS PREOCUPADO NO POR VER QUIEN SE LAS DEBE, SINO QUIEN SE LAS PAGA"" 

Edmond Mulet, candidato presidencial del partido Cabal, envió un mensaje a Carlos Pineda. 

#Marca502 #TuVotoEsLibre https://t.co/kiwqI5CjMf",edmond mulet,2,2,11,0,2646,negativo,enojo,desaprobación,asertivo,0.5,1.0,0.7,0.8,False
2023-05-20,"#EleccionesEnPunto | ""Usted no está viendo quién se las debe, sino quien se las paga"", con esta frase el candidato a la presidencia por el partido Cabal, Edmond Mulet le respondió a Carlos Pineda en un vídeo publicado en sus redes sociales, después que Pineda (1/3) https://t.co/q1U29x4Ebc",edmond mulet,0,3,8,0,5849,neutro,otro,desaprobación,informativo,0.8,1.0,0.5,0.9,False
2023-05-20,Edmond Mulet le responde a Carlos Pineda tras señalamientos al quedar fuera de las elecciones https://t.co/voGPT1Z65z,edmond mulet,0,0,0,0,1167,neutro,otro,indiferencia,informativo,0.8,1.0,0.2,0.9,False
2023-05-20,"Tienes la decisión en tus manos de hacer lo correcto…

Este 25 de Junio VOTA por la Estrella Azul del Partido CABAL…

- Vota por el Dr. Edmond Mulet Presidente.
- Vota por el Lic. Yovany Orozco Diputado.
- Vota por el Prof. Rolbin Campos Alcalde.

#HagamosLoCorrecto https://t.co/K5WXoiY1Og",edmond mulet,0,0,1,0,19,positivo,esperanza,aprobación,inspirador,1.0,1.0,0.2,0.8,False
2023-05-20,"El presidenciable del partido Cabal, Edmond Mulet, se pronunció ante los señalamientos realizados por Carlos Pineda, por el amparo provisional en contra del partido Prosperidad Ciudadana. https://t.co/P7exV4xc3V",edmond mulet,6,2,18,0,8116,neutro,otro,información,informativo,0.8,0.9,0.2,0.9,False
2023-05-20,"Edmond Mulet candidato del partido Cabal, respondió a Carlos Pineda en un comunicado de prensa en el que asegura que, ""es hombre respetuoso de las leyes guatemaltecas; ajeno a sus disputas legales que conocen los organismos jurídicos del país"". https://t.co/QUUh44Lynl",edmond mulet,6,13,40,2,9640,neutro,otro,indiferencia,informativo,0.8,0.9,0.3,0.9,False
2023-05-20,"Edmond Mulet tampoco es una opción.

Recordémoslo, porque muchos lo tenemos claro. https://t.co/KruOuIwqrN",edmond mulet,114,5,244,1,10575,negativo,desaprobación,desilusión,asertivo,0.5,1.0,0.7,0.8,False
2023-05-21,Edmond Mulet Presidente,edmond mulet,0,0,0,0,1,neutro,otro,esperanza,informativo,1.0,1.0,0.0,0.5,False
2023-05-21,HUMOR EDMOND MULET SANDRA TORRES MANUEL VILLACORTA https://t.co/wX6gTop26u,edmond mulet,0,0,1,0,31,neutro,otro,indiferencia,humorístico,0.8,1.0,0.2,0.2,False
2023-05-21,"Edmond Mulet, presidenciable de Cabal, estuvo de gira en Sanarate, El Progreso, dónde dio a conocer su plan de gobierno y compartió con los lugareños.

Vía: @andrefuentes_gt https://t.co/kwPsPU2zlK",edmond mulet,0,0,4,0,1807,positivo,esperanza,aprobación,informativo,1.0,1.0,0.2,0.9,False
2023-05-21,"Este 25 de Junio #HagamosLoCorrecto… 

Marca con una X la Estrellita Azul del Partido CABAL.

- Vota por el Dr. Edmond Mulet Presidente.
- Vota por el Lic. Yovany Orozco Diputado.
- Vota por el Prof. Rolbin Campos Alcalde.

#SomosGenteCabal
#YoVotoCabal
#Elecciones2023 https://t.co/fslODBCBCC",edmond mulet,0,0,0,0,13,positivo,esperanza,aprobación,informativo,0.8,0.9,0.2,0.9,False
2023-05-22,¿Quiénes rodean a Edmond Mulet? https://t.co/h5BO0yCccV,edmond mulet,0,0,0,0,61,neutro,otro,desconfianza,informativo,0.8,1.0,0.2,0.9,False
2023-05-22,Edmond Mulet: “Hay que crear condiciones para mejorar el país” https://t.co/WPv6719dMy,edmond mulet,1,0,5,0,2578,neutro,esperanza,aprobación,informativo,1.0,1.0,0.2,0.8,False
2023-05-22,Edmond Mulet: “Hay que crear condiciones para mejorar el país” https://t.co/dtQ2MkJME4,edmond mulet,0,0,1,1,1938,neutro,esperanza,aprobación,informativo,1.0,1.0,0.0,1.0,False
2023-05-22,"El candidato presidencial brindó una entrevista donde habló sobre revisar el programa de los subsidios para servicios gas propano con el objetivo de reducir el costo de un tambo de gas de 130 a 90 quetzales.
https://t.co/3X0Kq5sC4K",edmond mulet,0,1,1,0,215,positivo,esperanza,aprobación,informativo,0.8,0.9,0.2,0.9,False
2023-05-22,Carlos Pineda habló por más de 35 minutos en sus redes sociales y criticó la resolución del Registro de Ciudadanos. Insistió en un fraude electoral que busca favorecer a Edmond Mulet y Sandra Torre… https://t.co/qP2HXhpnKT,edmond mulet,2,27,20,0,8009,negativo,enojo,desaprobación,agresivo,0.2,0.8,0.7,0.9,False
2023-05-17,"Zury Ríos, daughter of dictator Ríos Montt, replies to López Obrador: ""Your plea for clemency for César Montes is an insult and interventionism""
https://t.co/miPhAGIN8g

#LatestNews https://t.co/d4zrvVyspy",zury rios,0,0,0,0,6,negativo,enojo,desaprobación,asertivo,0.5,1.0,0.8,1.0,False
2023-05-17,"Zury Ríos, hija del dictador Ríos Montt, a López Obrador: “Su petición de clemencia para César Montes es intervencionismo” https://t.co/awtDXN3c0k",zury rios,0,0,0,0,31,negativo,enojo,desaprobación,agresivo,0.2,1.0,0.8,1.0,False
2023-05-17,"Vaya,vaya y sigue la internacionalización del 3ndejo mayor y cromadores
Perú: Keiko Fujimori le envía saludos 💪🏻
Gutemala: Zury Ríos también le manda decir que 💪🏻
Jon Benjamin embajador de UK le envía mensaje a Epigmenio 💪🏻
Gobernador de Florida: Ron Desantis le envío 💪🏻
Etc  Et",zury rios,4,1,11,0,659,neutro,otro,indiferencia,irónico,0.5,0.8,0.3,0.6,False
2023-05-17,"Vaya exhibida que le pone ha @lopezobrador_ por defender a un asesino 

Zury Rios, candidata a la Presidencia de Guatemala https://t.co/r2KbBvEuit",zury rios,3,3,2,0,147,negativo,enojo,desaprobación,agresivo,0.2,1.0,0.8,0.9,True
2023-05-17,"Las cosas hay que tomarlas según de quién vengan.

Así @ZuryxGuate la amiga de @DinaBoluarteZ 

Fuente: https://t.co/ghJxcaIlh9 https://t.co/Nn7X6ZofxR",zury rios,5,0,2,0,36,neutro,otro,indiferencia,irónico,0.5,1.0,0.2,0.2,False
2023-05-17,"Zury Ríos, hija del dictador Ríos Montt, responde a López Obrador: “Su petición de clemencia para César Montes es un insulto e intervencionismo” | EL PAÍS México https://t.co/GtT50QXyeC",zury rios,0,0,0,0,25,negativo,enojo,desaprobación,serio,0.5,1.0,0.8,1.0,False
2023-05-17,"""Zury Ríos [-@ZuryxGuate-] , los caciques, el FRG, y los candidatos cercanos cuestionados por casos de corrupción"".

https://t.co/EVoUetFSgu",zury rios,3,0,0,0,29,negativo,enojo,desaprobación,informativo,0.5,1.0,0.8,0.9,False
